Entity Type,USDOT Number,USDOT Status,MCS-150 Mileage Year,MCS-150 Form Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,URL,Error
CARRIER  ,826539 ,ACTIVE  , , ,MICHAEL J MCMILLAN ,MCMILLAN ELECTRIC INC ,"3955 W OLD HWY RD
MORGAN, UT   84050  ",(801) 328-9919  ,"3955 W OLD HWY RD
MORGAN, UT   84050  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=826539&original_query_string=MCMILLAN ELECTRIC INC,N/A
CARRIER  ,881066 ,ACTIVE  ,"34,000 (1999) ", ,MCNEILL TRANSPORT INC , ,"325 SW 66TH AVENUE
MARGATE, FL   330681552  ",(954) 974-4711  ,"POST OFFICE BOX 934785
MARGATE, FL   330934785  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=881066&original_query_string=MCNEILL TRANSPORT INC,N/A
CARRIER  ,2142720 ,ACTIVE  ,"2,000 (2010) ",04/14/2011 ,DERRICK WILLIAMS ,MEDSOUTH TRANSPOTATION ,"1037 TIMMONSVILLE HWY
DARLINGTON, SC   29532  ",(843) 398-4449  ,"1136 TIMMONSVILLE HWY
DARLINGTON, SC   29532  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2142720&original_query_string=MEDSOUTH TRANSPOTATION,N/A
CARRIER  ,3296465 ,ACTIVE  ,"306,000 (2023) ",11/21/2023 ,BOKHARI USA INC ,METRO LIVERY TRANSPORTATION ,"1311 VULTEE BLVD
NASHVILLE, TN   37217  ",(615) 365-3434  ,"1311 VULTEE BLVD
NASHVILLE, TN   37217  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3296465&original_query_string=METRO LIVERY TRANSPORTATION,N/A
CARRIER  ,1806000 ,ACTIVE  , ,08/28/2008 ,MIAMI TIRE BRAKE AND MUFFLER INC , ,"2585 CENTRAL AVE
LAKE STATION, IN   46405  ",(219) 963-4940  ,"2585 CENTRAL AVE
LAKE STATION, IN   46405  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1806000&original_query_string=MIAMI TIRE BRAKE AND MUFFLER INC,N/A
CARRIER  ,1888693 ,ACTIVE  ,"34,000 (2024) ",01/14/2025 ,MICHAEL A WORKMAN ,CROSSROADS TRUCKING ,"6512 SCHOOL STREET N
FINLAYSON, MN   55735  ",(320) 630-0713  ,"PO BOX 206
FINLAYSON, MN   55735  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1888693&original_query_string=MICHAEL A WORKMAN,N/A
CARRIER  ,826539 ,ACTIVE  , , ,MICHAEL J MCMILLAN ,MCMILLAN ELECTRIC INC ,"3955 W OLD HWY RD
MORGAN, UT   84050  ",(801) 328-9919  ,"3955 W OLD HWY RD
MORGAN, UT   84050  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=826539&original_query_string=MICHAEL J MCMILLAN,N/A
CARRIER  ,40409 ,ACTIVE  ,"42,676 (2023) ",07/22/2024 ,MICHEL LUSSIER TRANSPORT LTEE , ,"905 1RE AVENUE
STE-CATHERINE, PQ   J5C 1C5  ",(450) 444-8871  ,"905 1RE AVENUE
STE-CATHERINE, PQ   J5C 1C5  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=40409&original_query_string=MICHEL LUSSIER TRANSPORT LTEE,N/A
SHIPPER  ,1126703 ,ACTIVE  , ,05/07/2003 ,ELIO E SALVO INC ,MIRACLE SEALANTS COMPANY ,"12318 LOWER AZUSA ROAD
ARCADIA, CA   91706-6433  ", ,"12318 LOWER AZUSA ROAD
ARCADIA, CA   91706-6433  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1126703&original_query_string=MIRACLE SEALANTS COMPANY,N/A
SHIPPER  ,407000 ,ACTIVE  , , ,MOGERLY-ENLOW OIL COMPANY , ,"1401 EAST BROADWAY
ALTUS, OK   73521  ", ,"1401 EAST BROADWAY
ALTUS, OK   73521  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=407000&original_query_string=MOGERLY-ENLOW OIL COMPANY,N/A
CARRIER  ,2811193 ,ACTIVE  , , ,MOHAMMAD M ROSHAN ,MOHAMMED ROSHAN ,"4900 RIDGEVIEW DR
ANTIOCH, CA   945097755  ",(925) 757-6852  ,"4900 RIDGEVIEW DR
ANTIOCH, CA   945097755  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2811193&original_query_string=MOHAMMAD M ROSHAN,N/A
CARRIER  ,2811193 ,ACTIVE  , , ,MOHAMMAD M ROSHAN ,MOHAMMED ROSHAN ,"4900 RIDGEVIEW DR
ANTIOCH, CA   945097755  ",(925) 757-6852  ,"4900 RIDGEVIEW DR
ANTIOCH, CA   945097755  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2811193&original_query_string=MOHAMMED ROSHAN,N/A
CARRIER  ,1442294 ,ACTIVE  , ,09/27/2005 ,MOLDENHAUER LANDSCAPE & DESIGN INC , ,"W366 S 2431 HILL POND RD
DOUSMAN, WI   53118  ",(262) 965-3613  ,"W366 S 2431 HILL POND RD
DOUSMAN, WI   53118  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1442294&original_query_string=MOLDENHAUER LANDSCAPE & DESIGN INC,N/A
CARRIER  ,1643784 ,ACTIVE  ,"14,500 (2016) ",10/18/2017 ,MOORE AND PORTER PRODUCE OF THOMASVILLE INC , ,"502 SMITH AVE STALL 44
THOMASVILLE, GA   31792  ",(229) 226-1737  ,"502 SMITH AVE STALL 44
THOMASVILLE, GA   31792  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1643784&original_query_string=MOORE AND PORTER PRODUCE OF THOMASVILLE INC,N/A
CARRIER  ,2251502 ,ACTIVE  ,"50,000 (2010) ",01/14/2016 ,GREGORY EVANS MOORE ,MOORE LOCKDOWN AND MAINTENANCE ,"1611 MAIN ST
SNOVER, MI   48472  ",(810) 672-9649  ,"1611 MAIN ST
SNOVER, MI   48472  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2251502&original_query_string=MOORE LOCKDOWN AND MAINTENANCE,N/A
CARRIER  ,2529686 ,ACTIVE  ,"165,638 (2023) ",09/04/2024 ,MORENOS TRANSPORTATION SERVICES LLC , ,"2909 W BELMONT AVE
PHOENIX, AZ   85051  ",(602) 487-2603  ,"2909 W BELMONT AVE
PHOENIX, AZ   85051  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2529686&original_query_string=MORENOS TRANSPORTATION SERVICES LLC,N/A
CARRIER  ,1657666 ,ACTIVE  , ,06/19/2007 ,MR AND TS EXACAVATING LLC , ,"1709 S RILEY HIGHWAY
SHELBYVILLE, IN   46176  ",(317) 392-3979  ,"1709 S RILEY HIGHWAY
SHELBYVILLE, IN   46176  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1657666&original_query_string=MR AND TS EXACAVATING LLC,N/A
CARRIER  ,3947576 ,ACTIVE  ,"81,000 (2024) ",11/17/2024 ,MSH TRANSPORT LLC , ,"1417 CLEMENTE WAY
MURFREESBORO, TN   37129  ",(615) 308-2642  ,"1417 CLEMENTE WAY
MURFREESBORO, TN   37129-8523  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3947576&original_query_string=MSH TRANSPORT LLC,N/A
CARRIER  ,2563787 ,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed  ,"49,000 (2021) ",07/25/2022 ,NAJIB TRANSPORT LLC , ,"1021 ENGLEWOOD AVE
ST PAUL, MN   55104  ",(651) 373-6265  ,"1021 ENGLEWOOD AVE
ST PAUL, MN   55104  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2563787&original_query_string=NAJIB TRANSPORT LLC,N/A
CARRIER  ,657857 ,ACTIVE  , , ,NATURE TREE COMPANY , ,"506 SCHOOL ST
DAWSON SPRINGS, KY   42408  ", ,"506 SCHOOL ST
DAWSON SPRINGS, KY   42408  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=657857&original_query_string=NATURE TREE COMPANY,N/A
SHIPPER  ,425190 ,ACTIVE  , , ,NELSON PAINT COMPANY , ,"ONE NELSON DR
KINGSFORD, MI   49801  ",(906) 774-5566  ,"PO BOX 2040
KINGSFORD, MI   49801-4561  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=425190&original_query_string=NELSON PAINT COMPANY,N/A
CARRIER  ,1250403 ,ACTIVE  ,"57,549 (2023) ",02/07/2024 ,NGHIA VAN DANG ,VK SPEEDY ,"13281 CHESTNUT ST
WESTMINSTER, CA   92683  ",(714) 725-0275  ,"13281 CHESTNUT ST
WESTMINSTER, CA   92683  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1250403&original_query_string=NGHIA VAN DANG,N/A
CARRIER  ,1221042 ,ACTIVE  ,100 (2003) ,03/10/2004 ,NOAH KEITH GILLELAND ,KEITH GILLELAND ,"4921 COUNTY RD 329
WEDOWEE, AL   36278  ",(256) 589-1080  ,"4921 COUNTY RD 329
WEDOWEE, AL   36278  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1221042&original_query_string=NOAH KEITH GILLELAND,N/A
CARRIER  ,556012 ,ACTIVE  ,"140,000 (2002) ",02/25/2003 ,NORMAN D CLARK ,CLARK ENTERPRISES ,"21856 SPRUCE CRESCENT
WATERTOWN, NY   13601  ",(315) 788-1257  ,"21856 SPRUCE CRESCENT
WATERTOWN, NY   13601  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=556012&original_query_string=NORMAN D CLARK,N/A
CARRIER  ,766921 ,ACTIVE  ,"50,000 (1997) ", ,NORMAN H HERMANN ,TJ TRUCKING ,"N5835 MOORE ROAD
SEYMOUR, WI   54165  ",(920) 833-7984  ,"N5835 MOORE ROAD
SEYMOUR, WI   54165  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=766921&original_query_string=NORMAN H HERMANN,N/A
CARRIER  ,1818504 ,ACTIVE  ,"1,000 (2007) ",10/07/2008 ,NYMAN CONTRACTING LLC , ,"43343 DEQUINDRE
TROY, MI   48085  ",(248) 828-3460  ,"43343 DEQUINDRE
TROY, MI   48085  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1818504&original_query_string=NYMAN CONTRACTING LLC,N/A
CARRIER  ,1028812 ,ACTIVE  , ,05/15/2002 ,BARRY MERRIAM ,OASIS LANDSCAPE CURBING ,"13852 S WASATCH VISTA DR
BLUFFDALE, UT   84088  ",(801) 253-7216  ,"13852 S WASATCH VISTA DR
BLUFFDALE, UT   84088  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1028812&original_query_string=OASIS LANDSCAPE CURBING,N/A
CARRIER  ,1295822 ,ACTIVE  ,"250,000 (2023) ",02/03/2024 ,OCEAN GROUP INC ,OCEAN FRESH FISH & SEAFOOD MARKETING CO ,"1100 SOUTH SANTA FE AVE
LOS ANGELES, CA   90021  ",(213) 622-3677  ,"1100 SOUTH SANTA FE AVE
LOS ANGELES, CA   90021  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1295822&original_query_string=OCEAN GROUP INC,N/A
CARRIER  ,3160406 ,ACTIVE  ,1 (2023) ,03/28/2024 ,ON ONE TRANSPORTING LLC , ,"948 COLLEEN DR
NEWPORT NEWS, VA   23608  ",(757) 775-8291  ,"948 COLLEEN DR
NEWPORT NEWS, VA   23608  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3160406&original_query_string=ON ONE TRANSPORTING LLC,N/A
CARRIER  ,3246422 ,ACTIVE  ,"80,000 (2021) ",06/20/2022 ,MICHAEL STEVE ORTIZ ,ORANGE STATION TRANSPORT ,"724 CHENIN BLANC CT
LOS BANOS, CA   93635  ",(707) 294-3110  ,"724 CHENIN BLANC CT
LOS BANOS, CA   93635  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3246422&original_query_string=ORANGE STATION TRANSPORT,N/A
CARRIER  ,3128443 ,ACTIVE  ,"60,000 (2023) ",04/09/2024 ,OSHO TRANSPORTATION LLC , ,"16326 SUMMER DEW LANE
HOUSTON, TX   77095  ",(908) 510-2596  ,"16326 SUMMER DEW LANE
HOUSTON, TX   77095  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3128443&original_query_string=OSHO TRANSPORTATION LLC,N/A
CARRIER  ,1848674 ,ACTIVE  ,100 (2014) ,01/13/2016 ,OSMAN FLORES ,OZY TRANSPORTATION ,"1644 E US HWY 66 LOT 0
EL RENO, OK   73036  ",(405) 999-8013  ,"P O BOX 943
EL RENO, OK   73036-0943  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1848674&original_query_string=OSMAN FLORES,N/A
CARRIER  ,3122623 ,ACTIVE  ,"164,654 (2021) ",03/18/2024 ,OSWAL TRANSPORT LLC , ,"2341 CEBU COURT
PLACENTIA, CA   92870  ",(714) 351-0240  ,"2341 CEBU COURT
PLACENTIA, CA   92870  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3122623&original_query_string=OSWAL TRANSPORT LLC,N/A
CARRIER  ,1848674 ,ACTIVE  ,100 (2014) ,01/13/2016 ,OSMAN FLORES ,OZY TRANSPORTATION ,"1644 E US HWY 66 LOT 0
EL RENO, OK   73036  ",(405) 999-8013  ,"P O BOX 943
EL RENO, OK   73036-0943  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1848674&original_query_string=OZY TRANSPORTATION,N/A
CARRIER  ,1677604 ,ACTIVE  ,"100,000 (2022) ",12/29/2023 ,PACIFIC CONTAINER CORP ,PACIFIC BOX COMPANY ,"4101 S 56TH ST
TACOMA, WA   98409  ",(253) 473-0330  ,"4101 S 56TH ST
TACOMA, WA   98409  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1677604&original_query_string=PACIFIC BOX COMPANY,N/A
CARRIER  ,80369 ,ACTIVE  , ,08/27/2002 ,PACIFIC PIPE COMPANY INC , ,"2000 MANDELA PKWY
OAKLAND, CA   94607-1629  ",(415) 452-0122  ,"P O BOX 23711
OAKLAND, CA   94623-0711  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=80369&original_query_string=PACIFIC PIPE COMPANY INC,N/A
CARRIER  ,2581805 ,ACTIVE  ,"6,000 (2014) ",02/26/2015 ,PALAT LANDSCAPING INC , ,"812 HACKBERRY DR
MONROEVILLE, PA   15146  ",(860) 815-0728  ,"812 HACKBERRY DR
MONROEVILLE, PA   15146  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2581805&original_query_string=PALAT LANDSCAPING INC,N/A
SHIPPER  ,194898 ,ACTIVE  , , ,PANEL PROCESSING INC , ,"120 INDUSTRIAL HWY
ALPENA, MI   49707-8153  ",(517) 356-9007  ,"P O BOX 457
ALPENA, MI   49707-0457  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=194898&original_query_string=PANEL PROCESSING INC,N/A
CARRIER  ,583299 ,ACTIVE  ,"6,000 (2004) ",09/14/2004 ,FIRST ASSEMBLY OF GOD ,PARKWAY CHRISTIAN CENTER ,"229 NE BEACON DRIVE
GRANTS PASS, OR   97526  ",(541) 479-2639  ,"229 NE BEACON DRIVE
GRANTS PASS, OR   97526  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=583299&original_query_string=PARKWAY CHRISTIAN CENTER,N/A
CARRIER  ,2504481 ,ACTIVE  ,"10,000 (2023) ",02/09/2024 ,PARRAVANO ENTERPRISES LTD , ,"12936 WEST SPRAGUE ROAD
PARMA, OH   44130  ",(216) 409-0580  ,"12936 WEST SPRAGUE ROAD
PARMA, OH   44130  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2504481&original_query_string=PARRAVANO ENTERPRISES LTD,N/A
CARRIER  ,1221017 ,ACTIVE  , ,03/10/2004 ,PAUL E MCLEAN ,MCLEAN TRUCKING ,"510 ROBINSON ROAD
HARTWICK, NY   13348  ",(315) 858-2937  ,"510 ROBINSON ROAD
HARTWICK, NY   13348  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1221017&original_query_string=PAUL E MCLEAN,N/A
CARRIER  ,898907 ,ACTIVE  ,"60,000 (1999) ", ,PAULMAN TRUCKING LLC , ,"2860 COUNTY HIGHWAY V
DE FOREST, WI   53532  ",(608) 846-4192  ,"2860 COUNTY HIGHWAY V
DE FOREST, WI   53532  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=898907&original_query_string=PAULMAN TRUCKING LLC,N/A
CARRIER  ,1606079 ,ACTIVE  ,"50,000 (2006) ",12/29/2023 ,PAYNE ROLAND LYN ,R LYN PAYNE HAULING ,"5614 BAKER AVE NW
BUFFALO, MN   55313  ",(612) 437-0106  ,"5614 BAKER AVE NW
BUFFALO, MN   55313  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1606079&original_query_string=PAYNE ROLAND LYN,N/A
CARRIER  ,2606881 ,ACTIVE  , , ,"PC DESIGNS PATIO & RATTAN, INC ", ,"1040 LOS VALLECITOS BLVD STE 105
VISTA, CA   920698007  ",(760) 511-9142  ,"1040 LOS VALLECITOS BLVD STE 105
VISTA, CA   920698007  ","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2606881&original_query_string=PC DESIGNS PATIO & RATTAN, INC",N/A
CARRIER  ,3492842 ,ACTIVE  , ,09/23/2020 ,ANGELA CARTER ,PEACH STATE TRANSPATION ,"718 BEALE ST
AMERICUS, GA   31709-3927  ",(229) 942-3884  ,"718 BEALE ST
AMERICUS, GA   31709-3927  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3492842&original_query_string=PEACH STATE TRANSPATION,N/A
CARRIER  ,3849392 ,ACTIVE  ,"60,000 (2022) ",05/15/2024 ,PEPE JEANS TRUCKING CORP , ,"7312 SW 132ND PL
MIAMI, FL   33183  ",(786) 569-1889  ,"7312 SW 132ND PL
MIAMI, FL   33183-3228  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3849392&original_query_string=PEPE JEANS TRUCKING CORP,N/A
BROKER  ,2238616 ,ACTIVE  , , ,PEPSI LOGISTICS COMPANY INC , ,"7701 LEGACY DRIVE
PLANO, TX   75024  ",(888) 752-4669  ,"7701 LEGACY DRIVE
PLANO, TX   75024  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2238616&original_query_string=PEPSI LOGISTICS COMPANY INC,N/A
CARRIER  ,1018940 ,ACTIVE  ,"10,000 (2001) ",11/26/2001 ,PFAFF SOD AND LANDSCAPING INC , ,"W204 N10616 HILLTOP DRIVE
GERMANTOWN, WI   53022  ",(262) 255-1185  ,"W204 N10616 HILLTOP DRIVE
GERMANTOWN, WI   53022  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1018940&original_query_string=PFAFF SOD AND LANDSCAPING INC,N/A
CARRIER  ,4129247 ,ACTIVE  ,1 (2023) ,09/22/2023 ,PHARAOH ROYAL TRANSPORT LLC , ,"542 NEW HORIZONS LOOP
AUBURNDALE, FL   33823  ",(727) 870-0366  ,"470 CITI CTR ST PMB 1254
WINTER HAVEN, FL   33880-3425  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4129247&original_query_string=PHARAOH ROYAL TRANSPORT LLC,N/A
CARRIER  ,503190 ,ACTIVE  ,"27,854 (2006) ",01/04/2007 ,PHILIP J CASTELLANO ,CASTELLANO TRUCKING ,"1101 CATAMANT ROAD
PITTSFIELD, NH   03263  ",(603) 435-6507  ,"1101 CATAMANT ROAD
PITTSFIELD, NH   03263  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=503190&original_query_string=PHILIP J CASTELLANO,N/A
CARRIER  ,2921339 ,ACTIVE  ,"15,000 (2024) ",01/02/2025 ,PHILIP J NESTANDE ,GOT DIRT ,"67632 440TH ST
FAIRFAX, MN   55332-3020  ",(507) 430-1318  ,"67632 440TH ST
FAIRFAX, MN   55332-3020  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2921339&original_query_string=PHILIP J NESTANDE,N/A
CARRIER  ,742653 ,ACTIVE  ,"17,000 (2022) ",01/09/2023 ,PHILLIP BLAND UPTON ,UPTON HAULING ,"44 YOUNG ROAD
BOYDTON, VA   23917-1949  ",(434) 917-5562  ,"44 YOUNG ROAD
BOYDTON, VA   23917  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=742653&original_query_string=PHILLIP BLAND UPTON,N/A
CARRIER  ,1653743 ,ACTIVE  , ,06/08/2007 ,PIT STOP SANITATION LLC , ,"6204 JUEL GILL ROAD
MYAKKA CITY, FL   34251  ",(941) 322-6363  ,"PO BOX 219
MYAKKA CITY, FL   34251  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1653743&original_query_string=PIT STOP SANITATION LLC,N/A
CARRIER  ,3886213 ,ACTIVE  ,1 (2021) ,06/01/2022 ,PITTMAN'S TRANSPORT LLC , ,"4688 BOWMAN BRANCH HWY
BRANCHVILLE, SC   29432  ",(803) 614-8538  ,"4688 BOWMAN BRANCH HWY
BRANCHVILLE, SC   29432  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3886213&original_query_string=PITTMAN'S TRANSPORT LLC,N/A
